,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,syuzhet_roll10,bing_roll10,afinn_roll10,nrc_roll10,mean_roll10,syuzhet_roll10_stdscale,bing_roll10_stdscale,afinn_roll10_stdscale,nrc_roll10_stdscale,syuzhet_roll100,syuzhet_stdscaler_roll10,bing_roll100,bing_stdscaler_roll10,afinn_roll100,afinn_stdscaler_roll10,nrc_roll100,nrc_stdscaler_roll10
835,836,"835,""They stood beside the helmsman at the wheel, the look-out in the bow, the officers who had the watch; dark, ghostly figures in their several stations; but every man among them hummed a Christmas tune, or had a Christmas thought, or spoke below his breath to his companion of some bygone Christmas Day, with homeward hopes belonging to it.""",0.0,-1,2,-1,344,59,stood beside the helmsman at the wheel the look out in the bow the officers who had the watch dark ghostly figures in their several stations but every man among them hummed a christmas tune or had a christmas thought or spoke below his breath to his companion of some bygone christmas day with homeward hopes belonging to it,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.7858436595984516,-1.0,-0.1930498330619579,-0.8516142406821299,0.5832716495678789,1.0,0.08138804942645061,0.3123233936214743,-0.8677718098578093,-1.0,-0.3264086602267465,-0.3460512867537797,0.35287769784172657,0.05755395683453238,0.7122302158273381,0.37410071942446044,0.37419064748201436,0.996967994743281,0.2593751799771025,0.6902845761612874,0.5425612235477982,0.35287769784172657,0.996967994743281,0.05755395683453238,0.2593751799771025,0.7122302158273381,0.6902845761612874,0.37410071942446044,0.5425612235477982
836,837,"836,""And every man on board, waking or sleeping, good or bad, had had a kinder word for another on that day than on any day in the year; and had shared to some extent in its festivities; and had remembered those he cared for at a distance, and had known that they delighted to remember him.""",2.15,1,6,2,291,56,every man on board waking or sleeping good or bad had had a kinder word for another on that day than on any day in the year and had shared to some extent in its festivities and had remembered those he cared for at a distance and had known that they delighted to remember him,1.7796018892933128,1.7916666666666667,0.37479177413677456,0.660835774525813,0.7669745321787148,1.0,0.15862185591926353,0.897228286781869,2.0148453999985145,3.0,0.43011228990226485,0.987156050219775,1.2193561477199704,2.0,0.20959554659637283,0.7291728773911995,0.32805755395683445,0.04316546762589928,0.6330935251798561,0.34532374100719426,0.33741007194244604,0.8891841555686487,0.1980165640965798,0.5412977344550738,0.43525731782418264,0.32805755395683445,0.8891841555686487,0.04316546762589928,0.1980165640965798,0.6330935251798561,0.5412977344550738,0.34532374100719426,0.43525731782418264
837,838,"837,""It was a great surprise to Scrooge, while listening to the moaning of the wind, and thinking what a solemn thing it was to move on through the lonely darkness over an unknown abyss, whose depths were secrets as profound as Death: it was a great surprise to Scrooge, while thus engaged, to hear a hearty laugh.""",-0.55,-4,-4,-2,315,57,was a great surprise to scrooge while listening to the moaning of the wind and thinking what a solemn thing it was to move on through the lonely darkness over an unknown abyss whose depths were secrets as profound as death it was a great surprise to scrooge while thus engaged to hear a hearty laugh,-0.6094128477755919,-0.45833333333333337,-0.20906642379864154,-0.16608572508417482,-3.115070947264201,-4.0,-0.7308295117179421,-3.525960802852305,-1.5640889760780752,-2.0,-0.41412148209799404,-0.6465603738853956,-1.5634811290504025,-2.0,-0.5110205358746223,-0.7163826146760407,0.33129496402877684,0.04316546762589928,0.6474820143884892,0.34532374100719426,0.3418165467625899,0.9032429172001223,0.1980165640965798,0.5683862511289308,0.43525731782418264,0.33129496402877684,0.9032429172001223,0.04316546762589928,0.1980165640965798,0.6474820143884892,0.5683862511289308,0.34532374100719426,0.43525731782418264
838,839,"838,""It was a much greater surprise to Scrooge to recognise it as his own nephew's and to find himself in a bright, dry, gleaming room, with the Spirit standing smiling by his side, and looking at that same nephew with approving affability!""",4.65,3,7,6,241,42,was a much greater surprise to scrooge to recognise it as his own nephew own and to find himself in a bright dry gleaming room with the spirit standing smiling by his side and looking at that same nephew with approving affability,3.9916525717645217,3.8750000000000004,1.2536395162723613,1.9055525489505507,2.319792723955881,3.0,0.6998451152590387,3.588699572196083,2.3727388376061738,3.5,0.7134647460248653,1.535484696539186,4.002193424490343,6.0,1.299997151692343,2.916517938301434,0.3151079136690646,0.02877697841726619,0.6187050359712231,0.3237410071942446,0.3215827338129496,0.8329491090427534,0.1366579482160571,0.514209217781217,0.3547793885314708,0.3151079136690646,0.8329491090427534,0.02877697841726619,0.1366579482160571,0.6187050359712231,0.514209217781217,0.3237410071942446,0.3547793885314708
839,840,"839,""""""Ha, ha!"""" laughed Scrooge's nephew.""",0.8,0,3,0,43,5,ha laughed scrooge own nephew,0.5850945207588606,0.6666666666666667,1.8491579318962756,2.74898847745928,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.9411650871755378,1.5,2.771468792632239,5.518024987306348,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3151079136690646,0.02877697841726619,0.6187050359712231,0.3237410071942446,0.3215827338129496,0.8329491090427534,0.1366579482160571,0.514209217781217,0.3547793885314708,0.3151079136690646,0.8329491090427534,0.02877697841726619,0.1366579482160571,0.6187050359712231,0.514209217781217,0.3237410071942446,0.3547793885314708
840,841,"840,""""""Ha, ha, ha!""""""",0.0,0,2,0,21,3,ha ha,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.5832716495678789,1.0,3.0840890765947995,6.122991181927974,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3079136690647481,0.02877697841726619,0.60431654676259,0.3237410071942446,0.3161870503597122,0.8017074165283675,0.1366579482160571,0.48712070110735994,0.3547793885314708,0.3079136690647481,0.8017074165283675,0.02877697841726619,0.1366579482160571,0.60431654676259,0.48712070110735994,0.3237410071942446,0.3547793885314708
841,842,"841,""If you should happen, by any unlikely chance, to know a man more blest in a laugh than Scrooge's nephew, all I can say is, I should like to know him too.""",0.75,0,4,1,159,32,you should happen by any unlikely chance to know a man more blest in a laugh than scrooge own nephew all i can say is i should like to know him too,0.5408535071094364,0.625,0.19300004708348314,0.4033631757284147,-0.009434563709868416,0.0,-0.021800212997289025,0.0,1.2990585247831967,2.0,0.5150525120908617,1.1515278636428117,0.5236468285273771,1.0,0.1641159572457297,0.6379408444654965,0.3014388489208632,0.014388489208633094,0.6187050359712231,0.3237410071942446,0.314568345323741,0.7735898932654199,0.07529933233553436,0.514209217781217,0.3547793885314708,0.3014388489208632,0.7735898932654199,0.014388489208633094,0.07529933233553436,0.6187050359712231,0.514209217781217,0.3237410071942446,0.3547793885314708
842,843,"842,""Introduce him to me, and I' cultivate his acquaintance.""",0.6,0,0,1,61,9,him to me and i cultivate his acquaintance,0.40813046616116383,0.5,0.7176508185782908,1.1464288794731679,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,0.5236468285273771,1.0,0.9759226665225494,2.2664246871632123,0.3014388489208632,0.014388489208633094,0.6187050359712231,0.3237410071942446,0.314568345323741,0.7735898932654199,0.07529933233553436,0.514209217781217,0.3547793885314708,0.3014388489208632,0.7735898932654199,0.014388489208633094,0.07529933233553436,0.6187050359712231,0.514209217781217,0.3237410071942446,0.3547793885314708
843,844,"843,""It is a fair, even-handed, noble adjustment of things, that while there is infection in disease and sorrow, there is nothing in the world so irresistibly contagious as laughter and good-humour.""",-0.4,2,5,0,199,31,is a fair even handed noble adjustment of things that while there is infection in disease and sorrow there is nothing in the world so irresistibly contagious as laughter and good humour,-0.47668980682731943,-0.33333333333333337,-0.24859084199235074,-0.22206437072026747,1.543383628067298,2.0,0.6299534200253558,3.2411323020091896,1.6569519623908557,2.5,0.687804025634221,1.4858274312804902,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3028776978417265,0.007194244604316547,0.5683453237410072,0.302158273381295,0.2951438848920863,0.7798382317682973,0.044620024395273,0.4193994094227175,0.2743014592387591,0.3028776978417265,0.7798382317682973,0.007194244604316547,0.044620024395273,0.5683453237410072,0.4193994094227175,0.302158273381295,0.2743014592387591
844,845,"844,""When Scrooge's nephew laughed in this way: holding his sides, rolling his head, and twisting his face into the most extravagant contortions: Scrooge's niece, by marriage, laughed as heartily as he.""",2.3,-1,1,2,203,31,scrooge own nephew laughed in this way holding his sides rolling his head and twisting his face into the most extravagant contortions scrooge own niece by marriage laughed as heartily as he,1.9123249302415852,1.9166666666666665,0.8097504851891888,1.2768701316415378,-0.7858436595984516,-1.0,-0.34767702950861146,-1.6205661510045948,0.22537821196021987,0.5,0.07355510049976569,0.297165486256098,1.2193561477199704,2.0,0.5026429859093903,1.3170258904444077,0.30863309352517976,0.014388489208633094,0.5467625899280576,0.302158273381295,0.2929856115107914,0.8048315857798062,0.07529933233553436,0.37876663441193203,0.2743014592387591,0.30863309352517976,0.8048315857798062,0.014388489208633094,0.07529933233553436,0.5467625899280576,0.37876663441193203,0.302158273381295,0.2743014592387591
845,846,"845,""And their assembled friends being not a bit behindhand, roared out lustily.""",0.25,0,0,0,81,12,their assembled friends being not a bit behindhand roared out lustily,0.09844337061519474,0.20833333333333334,0.16122390728309882,0.3583584583698738,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.2999999999999999,0.014388489208633094,0.5107913669064749,0.28776978417266186,0.2782374100719424,0.7673415547625427,0.07529933233553436,0.3110453427272896,0.2206495063769512,0.2999999999999999,0.7673415547625427,0.014388489208633094,0.07529933233553436,0.5107913669064749,0.3110453427272896,0.28776978417266186,0.2206495063769512
846,847,"846,""""""Ha, ha! Ha, ha, ha, ha!""""""",0.0,0,2,0,33,6,ha ha ha ha ha,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.5832716495678789,1.0,1.504673332479002,3.0665895936111816,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.31834532374100705,0.02877697841726619,0.5539568345323741,0.302158273381295,0.3008093525179856,0.8470078706742272,0.1366579482160571,0.3923108927488605,0.2743014592387591,0.31834532374100705,0.8470078706742272,0.02877697841726619,0.1366579482160571,0.5539568345323741,0.3923108927488605,0.302158273381295,0.2743014592387591
847,848,"847,""""""He said that Christmas was a humbug, as I live!"""" cried Scrooge's nephew.""",-1.25,0,-4,-1,81,13,said that christmas was a humbug as i live cried scrooge own nephew,-1.2287870388675302,-1.0416666666666667,-1.259674835166311,-1.654068057272169,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-1.5640889760780752,-2.0,-1.544100840885267,-2.8332365038590623,-0.8677718098578093,-1.0,-0.9363529724915902,-1.5695992645150298,0.32122302158273364,0.02158273381294964,0.5467625899280576,0.302158273381295,0.29793165467625893,0.8595045476799815,0.10597864027579573,0.37876663441193203,0.2743014592387591,0.32122302158273364,0.8595045476799815,0.02158273381294964,0.10597864027579573,0.5467625899280576,0.37876663441193203,0.302158273381295,0.2743014592387591
848,849,"848,""""""He believed it too!""""""",0.0,0,0,0,29,4,believed it too,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.30431654676258973,0.014388489208633094,0.5251798561151079,0.2805755395683453,0.281115107913669,0.786086570271174,0.07529933233553436,0.33813385940114643,0.1938235299460472,0.30431654676258973,0.786086570271174,0.014388489208633094,0.07529933233553436,0.5251798561151079,0.33813385940114643,0.2805755395683453,0.1938235299460472
849,850,"849,""""""More shame for him, Fred!"""" said Scrooge's niece, indignantly.""",-1.75,-2,-2,-1,70,9,shame for him fred said scrooge own niece indignantly,-1.6711971753617718,-1.4583333333333335,-2.4526963967118776,-3.343750898463406,-1.5622527554870347,-2.0,-2.2649611630563586,-11.155106846315757,-0.8483021008627571,-1.0,-1.137047040241088,-2.0455275757606217,-0.8677718098578093,-1.0,-1.2837236607775375,-2.2664246871632123,0.3151079136690646,0.02877697841726619,0.5611510791366906,0.28776978417266186,0.2982014388489208,0.8329491090427534,0.1366579482160571,0.4058551510857889,0.2206495063769512,0.3151079136690646,0.8329491090427534,0.02877697841726619,0.1366579482160571,0.5611510791366906,0.4058551510857889,0.28776978417266186,0.2206495063769512
850,851,"850,Bless those women; they never do anything by halves.",1.0,1,2,1,56,9,those women they never do anything by halves,0.7620585753565572,0.8333333333333334,1.2572843871383195,1.9107147991219464,0.7669745321787148,1.0,1.0997802620322459,5.5775534231578785,0.5832716495678789,1.0,0.9770327786733917,2.0455275757606217,0.5236468285273771,1.0,0.9759226665225494,2.2664246871632123,0.320503597122302,0.03597122302158273,0.5899280575539568,0.2949640287769784,0.31034172661870496,0.8563803784285429,0.16733725615631845,0.4600321844335029,0.24747548280785514,0.320503597122302,0.8563803784285429,0.03597122302158273,0.16733725615631845,0.5899280575539568,0.4600321844335029,0.2949640287769784,0.24747548280785514
851,852,"851,They are always in earnest.",0.75,1,2,1,31,5,are always in earnest,0.5408535071094364,0.625,1.7278480902613989,2.5771766976180746,0.7669745321787148,1.0,1.995253695189559,10.03068988875299,0.5832716495678789,1.0,1.8209768181602095,3.678683324870898,0.5236468285273771,1.0,1.8779770885984324,4.075945395477154,0.320503597122302,0.03597122302158273,0.6115107913669064,0.2949640287769784,0.3157374100719424,0.8563803784285429,0.16733725615631845,0.5006649594442883,0.24747548280785514,0.320503597122302,0.8563803784285429,0.03597122302158273,0.16733725615631845,0.6115107913669064,0.5006649594442883,0.2949640287769784,0.24747548280785514
852,853,"852,She was very pretty: exceedingly pretty.",1.35,2,1,1,44,6,was very pretty exceedingly pretty,1.0717456709025266,1.1250000000000002,2.6385802124852984,3.867051490702129,1.543383628067298,2.0,3.341075021617057,16.723379814526616,0.22537821196021987,0.5,0.7123331008475771,1.5332947968055908,0.5236468285273771,1.0,1.5398942956323882,3.397751486079957,0.3258992805755394,0.03597122302158273,0.6474820143884892,0.30935251798561153,0.3296762589928057,0.8798116478143326,0.16733725615631845,0.5683862511289308,0.30112743566966305,0.3258992805755394,0.8798116478143326,0.03597122302158273,0.16733725615631845,0.6474820143884892,0.5683862511289308,0.30935251798561153,0.30112743566966305
853,854,"853,""With a dimpled, surprised-looking, capital face; a ripe little mouth, that seemed made to be kissed--as no doubt it was; all kinds of good little dots about her chin, that melted into one another when she laughed; and the sunniest pair of eyes you ever saw in any little creature's head.""",1.3,0,2,1,293,51,a dimpled surprised looking capital face a ripe little mouth that seemed made to be kissed as no doubt it was all kinds of good little dots about her chin that melted into one another when she laughed and the sunniest pair of eyes you ever saw in any little creature own head,1.0275046572531024,1.0833333333333335,0.21797933206561573,0.43874147112557066,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.5832716495678789,1.0,0.1066999773167151,0.3613056941306254,0.5236468285273771,1.0,0.04566246512474852,0.400323199987072,0.3233812949640286,0.04316546762589928,0.6474820143884892,0.31654676258992803,0.3326438848920863,0.8688770554342975,0.1980165640965798,0.5683862511289308,0.3279534121005668,0.3233812949640286,0.8688770554342975,0.04316546762589928,0.1980165640965798,0.6474820143884892,0.5683862511289308,0.31654676258992803,0.3279534121005668
854,855,"854,""Altogether she was what you would have called provoking, you know; but satisfactory, too.""",0.3,1,-1,-1,95,14,she was what you would have called provoking you know but satisfactory too,0.1426843842646189,0.25,0.16848410881779047,0.36864112077277805,0.7669745321787148,1.0,0.6995017199089286,3.58699188741274,-0.49040866325509813,-0.5,-0.4199046891068221,-0.6577517293934048,-0.8677718098578093,-1.0,-0.8805034025155664,-1.457565055770203,0.33381294964028757,0.07194244604316546,0.6690647482014388,0.34532374100719426,0.35503597122302155,0.9141775095801572,0.32073379585762524,0.6090190261397163,0.43525731782418264,0.33381294964028757,0.9141775095801572,0.07194244604316546,0.32073379585762524,0.6690647482014388,0.6090190261397163,0.34532374100719426,0.43525731782418264
855,856,"855,""Oh, perfectly satisfactory.""",1.3,2,3,0,33,3,perfectly satisfactory,1.0275046572531024,1.0833333333333335,5.157974542601718,7.435283203360585,1.543383628067298,2.0,6.692777913259262,33.391200227676066,0.9411650871755378,1.5,4.666137180284124,9.184486772891962,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.34748201438848897,0.08633093525179857,0.6834532374100719,0.3597122302158273,0.3692446043165467,0.9735367253574907,0.382092411738148,0.6361075428135733,0.4889092706859903,0.34748201438848897,0.9735367253574907,0.08633093525179857,0.382092411738148,0.6834532374100719,0.6361075428135733,0.3597122302158273,0.4889092706859903
856,857,"856,""""""He's a comical old fellow,"""" said Scrooge's nephew, """"that's the truth: and not so pleasant as he might be. However, his offences carry their own punishment, and I have nothing to say against him.""""""",2.4,0,1,2,206,34,is a comical old fellow said scrooge own nephew that is the truth and not so pleasant as he might be however his offences carry their own punishment and i have nothing to say against him,2.0008069575404335,2.0,0.7659655558986462,1.214857301270596,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.22537821196021987,0.5,0.0600094758643396,0.27095271181421937,1.2193561477199704,2.0,0.444729711898492,1.200851892463425,0.3446043165467624,0.07913669064748201,0.6834532374100719,0.3669064748201439,0.36852517985611505,0.9610400483517363,0.3514131037978866,0.6361075428135733,0.5157352471168943,0.3446043165467624,0.9610400483517363,0.07913669064748201,0.3514131037978866,0.6834532374100719,0.6361075428135733,0.3669064748201439,0.5157352471168943
857,858,"857,""""""I' sure he is very rich, Fred,"""" hinted Scrooge's niece.""",0.5,1,2,0,64,10,sure he is very rich fred hinted scrooge own niece,0.31964843886231553,0.4166666666666667,0.5153556171775407,0.8599170999045324,0.7669745321787148,1.0,0.9877342605307938,5.020355278986262,0.5832716495678789,1.0,0.8714343861202208,1.8411791665937263,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3374100719424458,0.07913669064748201,0.6762589928057554,0.3669064748201439,0.36492805755395674,0.9297983558373502,0.3514131037978866,0.6225632844766449,0.5157352471168943,0.3374100719424458,0.9297983558373502,0.07913669064748201,0.3514131037978866,0.6762589928057554,0.6225632844766449,0.3669064748201439,0.5157352471168943
858,859,"858,""""""At least you always tell me so.""""""",0.0,0,0,0,41,7,least you always tell me so,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3435251798561149,0.07913669064748201,0.6906474820143885,0.3669064748201439,0.37005395683453235,0.9563537944745785,0.3514131037978866,0.6496518011505019,0.5157352471168943,0.3435251798561149,0.9563537944745785,0.07913669064748201,0.3514131037978866,0.6906474820143885,0.6496518011505019,0.3669064748201439,0.5157352471168943
859,860,"859,""""""What of that, my dear!"""" said Scrooge's nephew.""",0.5,0,2,1,55,8,of that my dear said scrooge own nephew,0.31964843886231553,0.4166666666666667,0.6669549059264279,1.074627986272705,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.5832716495678789,1.0,1.108997811065057,2.3008993080653184,0.5236468285273771,1.0,1.1169742475025797,2.5493740863096805,0.32158273381294944,0.07194244604316546,0.6330935251798561,0.35251798561151076,0.34478417266187045,0.8610666323057008,0.32073379585762524,0.5412977344550738,0.4620832942550864,0.32158273381294944,0.8610666323057008,0.07194244604316546,0.32073379585762524,0.6330935251798561,0.5412977344550738,0.35251798561151076,0.4620832942550864
860,861,"860,""""""His wealth is of no use to him. He don't do any good with it. He don't make himself comfortable with it. He hasn't the satisfaction of thinking--ha, ha, ha!--that he is ever going to benefit US with it.""""""",2.5,3,11,3,212,39,wealth is of no use to him he do not do any good with it he do not make himself comfortable with it he has not the satisfaction of thinking ha ha ha that he is ever going to benefit us with it,2.089288984839282,2.0833333333333335,0.6871831709301631,1.1032773865732337,2.319792723955881,3.0,0.7553420643687281,3.8646826205577405,3.80431258803681,5.5,1.2627668428935042,2.598464983768716,1.9150654669125637,3.0,0.628953133056066,1.5704039808772527,0.3179856115107912,0.07194244604316546,0.6187050359712231,0.34532374100719426,0.3384892086330935,0.8454457860485077,0.32073379585762524,0.514209217781217,0.43525731782418264,0.3179856115107912,0.8454457860485077,0.07194244604316546,0.32073379585762524,0.6187050359712231,0.514209217781217,0.34532374100719426,0.43525731782418264
861,862,"861,""""""I have no patience with him,"""" observed Scrooge's niece.""",0.5,1,-1,1,64,9,have no patience with him observed scrooge own niece,0.31964843886231553,0.4166666666666667,0.5827424264382837,0.9553573995609732,0.7669745321787148,1.0,1.0997802620322459,5.5775534231578785,-0.49040866325509813,-0.5,-0.608527085512468,-1.0227637878803109,0.5236468285273771,1.0,0.9759226665225494,2.2664246871632123,0.33309352517985596,0.09352517985611511,0.6402877697841727,0.35251798561151076,0.35485611510791365,0.9110533403287188,0.41277171967840937,0.5548419927920024,0.4620832942550864,0.33309352517985596,0.9110533403287188,0.09352517985611511,0.41277171967840937,0.6402877697841727,0.5548419927920024,0.35251798561151076,0.4620832942550864
862,863,"862,""Scrooge's niece's sisters, and all the other ladies, expressed the same opinion.""",0.0,0,0,0,86,12,own niece own sisters and all the other ladies expressed the same opinion,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.3323741007194243,0.08633093525179857,0.6402877697841727,0.34532374100719426,0.3510791366906475,0.9079291710772801,0.382092411738148,0.5548419927920024,0.43525731782418264,0.3323741007194243,0.9079291710772801,0.08633093525179857,0.382092411738148,0.6402877697841727,0.5548419927920024,0.34532374100719426,0.43525731782418264
863,864,"863,""""""Oh, I have!"""" said Scrooge's nephew.""",0.0,0,0,0,44,6,i have said scrooge own nephew,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.30971223021582717,0.07194244604316546,0.5971223021582733,0.3237410071942446,0.32562949640287764,0.8095178396569638,0.32073379585762524,0.4735764427704313,0.3547793885314708,0.30971223021582717,0.8095178396569638,0.07194244604316546,0.32073379585762524,0.5971223021582733,0.4735764427704313,0.3237410071942446,0.3547793885314708
864,865,"864,""""""I am sorry for him; I couldn't be angry with him if I tried. Who suffers by his ill whims! Himself, always. Here, he takes it into his head to dislike us, and he won't come and dine with us. What's the consequence? He don't lose much of a dinner.""""""",-2.75,-5,-10,-3,256,50,am sorry for him i could not be angry with him if i tried who suffers by his ill whims himself always here he takes it into his head to dislike us and he will not come and dine with us what is the consequence he do not lose much of a dinner,-2.5560174483502553,-2.291666666666667,-0.7602043905403021,-0.946665385627755,-3.891480043152784,-5.0,-1.0321421526109773,-5.024370760113226,-3.711449601724029,-5.0,-1.0322096487012378,-1.8426518153972407,-2.259190448242996,-3.0,-0.7645607673426645,-1.2249841890426238,0.30971223021582717,0.07194244604316546,0.5971223021582733,0.31654676258992803,0.3238309352517985,0.8095178396569638,0.32073379585762524,0.4735764427704313,0.3279534121005668,0.30971223021582717,0.8095178396569638,0.07194244604316546,0.32073379585762524,0.5971223021582733,0.4735764427704313,0.31654676258992803,0.3279534121005668
865,866,"865,""""""Indeed, I think he loses a very good dinner,"""" interrupted Scrooge's niece.""",-0.4,0,1,1,83,12,i think he loses a very good dinner interrupted scrooge own niece,-0.47668980682731943,-0.33333333333333337,-0.4966370407335141,-0.5733735333917982,-0.009434563709868416,0.0,-0.021800212997289025,0.0,0.22537821196021987,0.5,0.3164928519059824,0.7672857392840633,0.5236468285273771,1.0,0.6937020594492663,1.7002902940333506,0.2827338129496401,0.04316546762589928,0.5611510791366906,0.2805755395683453,0.2919064748201438,0.6923614927280157,0.1980165640965798,0.4058551510857889,0.1938235299460472,0.2827338129496401,0.6923614927280157,0.04316546762589928,0.1980165640965798,0.5611510791366906,0.4058551510857889,0.2805755395683453,0.1938235299460472
866,867,"866,""Everybody else said the same, and they must be allowed to have been competent judges, because they had just had dinner; and, with the dessert upon the table, were clustered round the fire, by lamplight.""",1.45,0,0,2,208,35,else said the same and they must be allowed to have been competent judges because they had just had dinner and with the dessert upon the table were clustered round the fire by lamplight,1.1602276982013746,1.2083333333333333,0.4116311110147755,0.7130115250822242,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,1.2193561477199704,2.0,0.4276308770219999,1.1665516384656123,0.27553956834532356,0.04316546762589928,0.5467625899280576,0.2805755395683453,0.28651079136690644,0.6611198002136296,0.1980165640965798,0.37876663441193203,0.1938235299460472,0.27553956834532356,0.6611198002136296,0.04316546762589928,0.1980165640965798,0.5467625899280576,0.37876663441193203,0.2805755395683453,0.1938235299460472
867,868,"867,""""""Well! I' very glad to hear it,"""" said Scrooge's nephew, """"because I haven't great faith in these young housekeepers. What do you say, Topper?""""""",2.45,4,7,3,151,24,i very glad to hear it said scrooge own nephew because i have not great faith in these young housekeepers what do you say topper,2.045047971189858,2.041666666666667,1.1485317036785179,1.756687789804973,3.0962018198444645,4.0,1.661738325947502,8.372137666414407,2.3727388376061738,3.5,1.3083207969435173,2.686618579825539,1.9150654669125637,3.0,1.1180328686976069,2.5514976798842826,0.2769784172661868,0.04316546762589928,0.539568345323741,0.28776978417266186,0.28687050359712224,0.6673681387165067,0.1980165640965798,0.36522237607500346,0.2206495063769512,0.2769784172661868,0.6673681387165067,0.04316546762589928,0.1980165640965798,0.539568345323741,0.36522237607500346,0.28776978417266186,0.2206495063769512
868,869,"868,""Topper had clearly got his eye upon one of Scrooge's niece's sisters, for he answered that a bachelor was a wretched outcast, who had no right to express an opinion on the subject.""",0.65,0,0,-3,186,33,had clearly got his eye upon one of scrooge own niece own sisters for he answered that a bachelor was a wretched outcast who had no right to express an opinion on the subject,0.45237147981058806,0.5416666666666667,0.14754945046043863,0.33899125177393763,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-2.259190448242996,-3.0,-1.0790480316158515,-1.8558454799764201,0.2830935251798559,0.050359712230215826,0.539568345323741,0.2733812949640288,0.2866007194244604,0.693923577353735,0.22869587203684116,0.36522237607500346,0.16699755351514348,0.2830935251798559,0.693923577353735,0.050359712230215826,0.22869587203684116,0.539568345323741,0.36522237607500346,0.2733812949640288,0.16699755351514348
869,870,"869,Whereat Scrooge's niece's sister--the plump one with the lace tucker: not the one with the roses--blushed.",0.0,0,0,0,110,16,scrooge own niece own sister the plump one with the lace tucker not the one with the roses blushed,-0.12276169763192607,0.0,-0.09179953426175227,0.0,-0.009434563709868416,0.0,-0.021800212997289025,0.0,-0.13251522564743914,0.0,-0.08000713078384815,0.0,-0.17206249066521606,0.0,-0.15390049712749404,0.0,0.270503597122302,0.04316546762589928,0.539568345323741,0.2733812949640288,0.28165467625899276,0.6392506154535593,0.1980165640965798,0.36522237607500346,0.16699755351514348,0.270503597122302,0.6392506154535593,0.04316546762589928,0.1980165640965798,0.539568345323741,0.36522237607500346,0.2733812949640288,0.16699755351514348
